,한글이름,영어이름,한글정보,영어정보,한글정보2,영어정보2,한글정보3,영어정보3,아이디,이미지,체력,공격,방어,특수공격,특수방어,스피드,타입
950,절벼게,Klawf,null,Ambush Pokémon,null,"Klawf hangs upside-down from cliffs, waiting for prey. But Klawf can’t remain in this position for long because its blood rushes to its head.",null,"This Pokémon lives on sheer cliffs. It sidesteps opponents’ attacks, then lunges for their weak spots with its claws.",950,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/950.png,70,100,115,35,55,75,rock
951,캡싸이,Capsakid,null,Spicy Pepper Pokémon,null,"The more sunlight this Pokémon bathes in, the more spicy chemicals are produced by its body, and thus the spicier its moves become.",null,Traditional Paldean dishes can be extremely spicy because they include the shed front teeth of Capsakid among their ingredients.,951,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/951.png,50,62,40,62,40,50,grass
952,스코빌런,Scovillain,null,Spicy Pepper Pokémon,null,The red head converts spicy chemicals into fire energy and blasts the surrounding area with a super spicy stream of flame.,null,"The green head has turned vicious due to the spicy chemicals stimulating its brain. Once it goes on a rampage, there is no stopping it.",952,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/952.png,65,108,65,108,65,75,grass
953,구르데,Rellor,null,Rolling Pokémon,null,This Pokémon creates a mud ball by mixing sand and dirt with psychic energy. It treasures its mud ball more than its own life.,null,It rolls its mud ball around while the energy it needs for evolution matures. Eventually the time comes for it to evolve.,953,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/953.png,41,50,60,31,58,30,bug
954,베라카스,Rabsca,null,Rolling Pokémon,null,"The body that supports the ball barely moves. Therefore, it is thought that the true body of this Pokémon is actually inside the ball.",null,An infant sleeps inside the ball. Rabsca rolls the ball soothingly with its legs to ensure the infant sleeps comfortably.,954,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/954.png,75,50,85,115,100,45,bug
955,하느라기,Flittle,null,Frill Pokémon,null,Flittle’s toes levitate about half an inch above the ground because of the psychic power emitted from the frills on the Pokémon’s belly.,null,"It spends its time running around wastelands. If anyone steals its beloved berries, it will chase them down and exact its revenge.",955,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/955.png,30,35,30,55,30,75,psychic
956,클레스퍼트라,Espathra,null,Ostrich Pokémon,null,"It immobilizes opponents by bathing them in psychic power from its large eyes. Despite its appearance, it has a vicious temperament.",null,It emits psychic power from the gaps between its multicolored frills and sprints at speeds greater than 120 mph.,956,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/956.png,95,60,60,101,60,105,psychic
957,어리짱,Tinkatink,null,Metalsmith Pokémon,null,"It swings its handmade hammer around to protect itself, but the hammer is often stolen by Pokémon that eat metal.",null,This Pokémon pounds iron scraps together to make a hammer. It will remake the hammer again and again until it’s satisfied with the result.,957,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/957.png,50,45,45,35,64,58,fairy
958,벼리짱,Tinkatuff,null,Hammer Pokémon,null,"This Pokémon will attack groups of Pawniard and Bisharp, gathering metal from them in order to create a large and sturdy hammer.",null,These Pokémon make their homes in piles of scrap metal. They test the strength of each other’s hammers by smashing them together.,958,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/958.png,65,55,55,45,82,78,fairy
959,두드리짱,Tinkaton,null,Hammer Pokémon,null,"This intelligent Pokémon has a very daring disposition. It knocks rocks into the sky with its hammer, aiming for flying Corviknight.",null,"The hammer tops 220 pounds, yet it gets swung around easily by Tinkaton as it steals whatever it pleases and carries its plunder back home.",959,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/959.png,85,75,77,70,105,94,fairy
960,바다그다,Wiglett,あなごポケモン,Garden Eel Pokémon,null,This Pokémon can pick up the scent of a Veluza just over 65 feet away and will hide itself in the sand.,null,"Though it looks like Diglett, Wiglett is an entirely different species. The resemblance seems to be a coincidental result of environmental adaptation.",960,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/960.png,10,55,25,35,25,95,water
961,바닥트리오,Wugtrio,null,Garden Eel Pokémon,null,"It has a vicious temperament, contrary to what its appearance may suggest. It wraps its long bodies around prey, then drags the prey into its den.",null,"A variety of fish Pokémon, Wugtrio was once considered to be a regional form of Dugtrio.",961,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/961.png,35,100,50,50,70,120,water
962,떨구새,Bombirdier,null,Item Drop Pokémon,null,"It gathers things up in an apron made from shed feathers added to the Pokémon’s chest feathers, then drops those things from high places for fun.",null,"Bombirdier uses the apron on its chest to bundle up food, which it carries back to its nest. It enjoys dropping things that make loud noises.",962,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/962.png,70,103,85,60,85,82,flying
963,맨돌핀,Finizen,null,Dolphin Pokémon,null,It likes playing with others of its kind using the water ring on its tail. It uses ultrasonic waves to sense the emotions of other living creatures.,null,Its water ring is made from seawater mixed with a sticky fluid that Finizen secretes from its blowhole.,963,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/963.png,70,45,40,45,40,75,water
964,돌핀맨,Palafin,null,Dolphin Pokémon,null,This Pokémon changes its appearance if it hears its allies calling for help. Palafin will never show anybody its moment of transformation.,null,"Its physical capabilities are no different than a Finizen’s, but when its allies are in danger, it transforms and powers itself up.",964,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/964.png,100,70,72,53,62,100,water
965,부르롱,Varoom,null,Single-Cyl Pokémon,null,It is said that this Pokémon was born when an unknown poison Pokémon entered and inspirited an engine left at a scrap-processing factory.,null,The steel section is Varoom’s actual body. This Pokémon clings to rocks and converts the minerals within into energy to fuel its activities.,965,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/965.png,45,70,63,30,45,47,steel
966,부르르룸,Revavroom,null,Multi-Cyl Pokémon,null,It creates a gas out of poison and minerals from rocks. It then detonates the gas in its cylinders—now numbering eight—to generate energy.,null,Revavroom viciously threatens others with the sound of its exhaust. It sticks its tongue out from its cylindrical mouth and sprays toxic fluids.,966,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/966.png,80,119,90,54,67,90,steel
967,모토마,Cyclizar,null,Mount Pokémon,null,"Apparently Cyclizar has been allowing people to ride on its back since ancient times. Depictions of this have been found in 10,000-year-old murals.",null,It can sprint at over 70 mph while carrying a human. The rider’s body heat warms Cyclizar’s back and lifts the Pokémon’s spirit.,967,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/967.png,70,95,65,85,65,121,dragon
968,꿈트렁,Orthworm,null,Earthworm Pokémon,null,"When attacked, this Pokémon will wield the tendrils on its body like fists and pelt the opponent with a storm of punches.",null,This Pokémon lives in arid deserts. It maintains its metal body by consuming iron from the soil.,968,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/968.png,70,85,145,60,55,65,steel
969,초롱순,Glimmet,null,Ore Pokémon,null,It absorbs nutrients from cave walls. The petals it wears are made of crystallized poison.,null,Glimmet’s toxic mineral crystals look just like flower petals. This Pokémon scatters poisonous powder like pollen to protect itself.,969,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/969.png,48,35,42,105,60,60,rock
970,킬라플로르,Glimmora,null,Ore Pokémon,null,"When this Pokémon detects danger, it will open up its crystalline petals and fire beams from its conical body.",null,Glimmora’s petals are made of crystallized poison energy. It has recently become evident that these petals resemble Tera Jewels.,970,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/970.png,83,55,90,130,81,86,rock
971,망망이,Greavard,null,Ghost Dog Pokémon,null,It is said that a dog Pokémon that died in the wild without ever interacting with a human was reborn as this Pokémon.,null,"This friendly Pokémon doesn’t like being alone. Pay it even the slightest bit of attention, and it will follow you forever.",971,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/971.png,50,61,60,30,55,34,ghost
972,묘두기,Houndstone,null,Ghost Dog Pokémon,null,"Houndstone spends most of its time sleeping in graveyards. Among all the dog Pokémon, this one is most loyal to its master.",null,A lovingly mourned Pokémon was reborn as Houndstone. It doesn’t like anyone touching the protuberance atop its head.,972,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/972.png,72,101,100,50,97,68,ghost
973,꼬이밍고,Flamigo,null,Synchronize Pokémon,null,This Pokémon apparently ties the base of its neck into a knot so that energy stored in its belly does not escape from its beak.,null,"Thanks to a behavior of theirs known as “synchronizing,” an entire flock of these Pokémon can attack simultaneously in perfect harmony.",973,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/973.png,82,115,74,75,64,90,flying
974,터벅고래,Cetoddle,null,Terra Whale Pokémon,null,This species left the ocean and began living on land a very long time ago. It seems to be closely related to Wailmer.,null,It lives in frigid regions in pods of five or so individuals. It loves the minerals found in snow and ice.,974,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/974.png,108,68,45,30,40,43,ice
975,우락고래,Cetitan,null,Terra Whale Pokémon,null,"This Pokémon wanders around snowy, icy areas. It protects its body with powerful muscles and a thick layer of fat under its skin.",null,"Ice energy builds up in the horn on its upper jaw, causing the horn to reach cryogenic temperatures that freeze its surroundings.",975,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/975.png,170,113,65,45,55,73,ice
976,가비루사,Veluza,null,Jettison Pokémon,null,"When Veluza discards unnecessary flesh, its mind becomes honed and its psychic power increases. The spare flesh has a mild but delicious flavor.",null,"Veluza has excellent regenerative capabilities. It sheds spare flesh from its body to boost its agility, then charges at its prey.",976,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/976.png,90,102,73,78,65,70,water
977,어써러셔,Dondozo,null,Big Catfish Pokémon,null,"This Pokémon is a glutton, but it’s bad at getting food. It teams up with a Tatsugiri to catch prey.",null,"It treats Tatsugiri like its boss and follows it loyally. Though powerful, Dondozo is apparently not very smart.",977,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/977.png,150,100,115,65,65,35,water
